Account ID,Contract ID,Contract Start Date,Contract End Date,Status,Contract Type,Recurrence,Billing Amount (converted),6 months Opt Out,Opt Out Exercised
0011n0000259P1T,8001n000008mk53AAA,2021-07-05,2022-07-05,Signed,New Business,Recurrent,8100.0,False,False
0011n0000259P1T,8001n000008mC0QAAU,2021-01-05,2022-07-05,Signed,New Business,Recurrent,4900.0,True,False
0010Y00001c2Xoq,8001n000008mi4DAAQ,2021-05-31,2022-05-31,Signed,Renewal,Recurrent,1100.0,False,False
0010Y00001c2Xoq,8001n000005XEmjAAG,2020-06-01,2021-05-23,Signed,Downsell,Recurrent,1100.0,False,False
0010Y00001c2Xoq,8001n000005WyHOAA0,2019-12-13,2020-05-31,Signed,Renewal,Recurrent,1470.0,False,False
0010Y00001c2Xoq,8001n000004Xo9CAAS,2019-06-01,2019-12-12,Signed,Upsell,Monthly,600.0,False,False
0010Y00001c2Xoq,8001n000003iAcIAAU,2018-12-12,2019-12-12,Signed,New Business,Monthly,800.0,False,False
0010Y00001ZrKP9,8001n000005Wz4LAAS,2021-01-01,2021-11-01,Signed,Renewal,Recurrent,1543.5,False,False
0010Y00001ZrKP9,8001n000005Wz4GAAS,2020-01-01,2020-12-31,Signed,Renewal,Recurrent,1470.0,False,False
0010Y00001ZrKP9,8001n000003iGa0AAE,2019-01-01,2019-12-31,Signed,New Business,Monthly,1400.0,False,False
0010Y00001ZSDph,8000Y000000jpx1QAA,2018-06-30,2020-12-01,Signed,New Business,Monthly,1500.0,False,False
0010Y00001ZSDph,8001n000008m7HvAAI,2020-12-02,2021-12-02,Signed,Renewal,Recurrent,1500.0,False,False
0010Y00001ZSDph,8001n000004bD5DAAU,2021-12-02,2022-12-02,Signed,Renewal,Recurrent,1575.0,False,False
0010Y00000LHfhk,8001n000004Xgd4AAC,2019-05-01,2020-03-31,Signed,Downsell,Monthly,800.0,False,False
0010Y00000LHfhk,8000Y000002fODkQAM,2018-03-01,2018-03-31,Signed,Upsell,Non-Recurrent,350.0,False,False
0011n00001xVI4O,8001n000004Xb0oAAC,2019-03-26,2020-03-26,Signed,Upsell,Monthly,200.0,False,False
0011n00001xVI4O,8001n000003j1wxAAA,2019-02-06,2020-03-26,Signed,New Business,Monthly,1400.0,False,False
0011n000022PPBe,8001n000005X8UhAAK,2020-05-01,2021-05-01,Signed,New Business,Recurrent,1240.0,False,False
0011n00001nSli3,8001n0000034vQlAAI,2018-11-06,2019-09-23,Signed,New Business,Monthly,1843.32,False,False
0011n00001nSli3,8001n000006PkUxAAK,2019-09-23,2020-04-16,Signed,New Business,Monthly,900.0,False,False
0011n00001nPygm,8001n000005XEUVAA4,2020-05-20,2021-04-13,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n00001nPygm,8001n000005X8MiAAK,2020-05-01,2021-04-13,Signed,New Business,Recurrent,6150.0,False,False
0011n00001nPygm,8001n000005WqCbAAK,2020-01-16,2021-04-13,Signed,New Business,Recurrent,2950.0,False,False
0011n00001nPygm,8001n000008mSfoAAE,2021-04-14,2022-04-13,Signed,Upsell,Recurrent,1350.0,False,False
0011n00001nPygm,8001n000008mud3AAA,2021-08-01,2022-07-31,Signed,Upsell,Recurrent,170.0,False,False
0011n00001nPygm,8001n000008mHBEAA2,2021-01-27,2021-04-13,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n00001nPygm,8001n000008mUwrAAE,2021-04-14,2022-04-13,Signed,Renewal,Recurrent,9100.0,False,False
0010Y00000mzPHC,8000Y000000iZgyQAE,2018-01-02,2022-01-01,Signed,New Business,Monthly,980.0,False,False
0011n0000258p6Y,8001n000004yZCfAAM,2019-06-17,2020-05-01,Signed,New Business,Monthly,1200.0,False,False
0011n0000258p6Y,8001n000005X8gEAAS,2021-05-02,2022-05-01,Signed,Renewal,Recurrent,1200.0,False,False
0011n0000258p6Y,8001n000005X8fBAAS,2020-05-01,2021-05-01,Signed,Renewal,Recurrent,1200.0,False,False
0010Y00000n03bN,8000Y000000FxYbQAK,2018-03-23,2020-04-01,Signed,New Business,Monthly,3200.0,False,False
0011n0000258ft8,8001n000008lyRHAAY,2021-04-01,2021-11-01,Signed,Downsell,Recurrent,2400.0,True,False
0011n0000258ft8,8001n000005XG3iAAG,2020-06-10,2021-05-01,Signed,Renewal,Recurrent,3517.5,False,False
0011n0000258ft8,8001n000004yXcjAAE,2019-06-10,2020-06-09,Signed,New Business,Monthly,3350.0,False,False
0010Y00001366wh,8000Y000002f0psQAA,2018-01-29,2021-01-29,Signed,New Business,Monthly,1500.0,False,False
0010Y00001366wh,8001n000008mFN8AAM,2021-01-30,2022-01-29,Signed,Renewal,Recurrent,1500.0,False,False
0011n000024BB8l,8001n000005WuOLAA0,2021-02-04,2022-02-03,Signed,Renewal,Recurrent,787.5,False,False
0011n000024BB8l,8001n000004yV8rAAE,2019-06-01,,Signed,New Business,Monthly,850.0,False,False
0011n000024BB8l,8001n000005WtoVAAS,2020-02-03,2021-02-03,Signed,Renewal,Recurrent,750.0,False,False
0011n000025BPJX,8001n000006PiztAAC,2019-09-16,2020-09-01,Signed,New Business,Monthly,1870.0,False,False
0011n000025BPJX,8001n000008lt8AAAQ,2020-10-01,2021-01-01,Signed,Downsell,Recurrent,1500.0,False,False
0010Y00000ILXuz,8001n000008mCQEAA2,2021-01-17,2021-03-31,Signed,Renewal,Recurrent,2835.0,False,False
0010Y00000ILXuz,8001n000003ikJgAAI,2019-02-01,2020-01-16,Signed,Upsell,Monthly,700.0,False,False
0010Y00000ILXuz,8001n000005WqFhAAK,2020-01-16,2021-01-16,Signed,Renewal,Recurrent,2700.0,False,False
0010Y00000ILXuz,8001n000008mTTjAAM,2021-04-01,2022-03-31,Signed,Renewal,Recurrent,2700.0,False,False
0010Y00000PwNhT,8000Y000000k2NbQAI,2018-07-20,2019-01-31,Signed,New Business,Monthly,1750.0,False,False
0010Y00000PwNhT,8001n000005X9liAAC,2020-05-14,2020-09-15,Signed,Trial,Non-Recurrent,780.0,False,False
0010Y00000PwNhT,8001n000004GmHQAA0,2019-02-01,2019-10-16,Signed,Renewal,Monthly,1500.0,False,False
0010Y00000PwNhT,8001n000004b4p4AAA,2022-01-01,2022-09-30,Signed,Downsell,Recurrent,600.0,False,False
0010Y00000PwNhT,8001n000008lvdUAAQ,2020-09-30,2021-12-31,Signed,Renewal,Recurrent,780.0,False,False
0011n00002RFtGw,8001n000004b3hJAAQ,2021-09-23,2022-09-22,Signed,New Business,Recurrent,2400.0,True,False
0011n00001vT0tT,8001n000004XaWeAAK,2019-03-25,2020-02-01,Signed,New Business,Monthly,1450.0,False,False
0011n00001vSebV,8001n000008m5FEAAY,2020-12-01,2022-03-01,Signed,New Business,Recurrent,1900.0,True,False
0011n00001tH5IU,8001n000003ioq8AAA,2019-02-01,2020-03-31,Signed,New Business,Monthly,4500.0,False,False
0011n00001vSxHX,8001n000005WzpRAAS,2020-03-01,2020-10-02,Signed,Renewal,Recurrent,1365.0,False,False
0011n00001vSxHX,8001n000004b9JiAAI,2021-10-12,2022-10-11,Signed,Renewal,Recurrent,1000.0,False,False
0011n00001vSxHX,8001n000004GzncAAC,2019-03-01,,Signed,New Business,Monthly,1300.0,False,False
0011n00001vSxHX,8001n000008lvVBAAY,2020-10-01,2021-10-01,Signed,Downsell,Recurrent,1000.0,False,False
0011n00001vSStp,8001n000008m5CyAAI,2021-04-01,2022-01-01,Signed,Downsell,Recurrent,2000.0,False,False
0011n00001vSStp,8001n000008mTm2AAE,2021-04-01,2021-04-01,Signed,Upsell,Non-Recurrent,728.0,False,False
0011n00001vSStp,8001n00000500y5AAA,2019-07-07,2021-02-18,Signed,Downsell,Monthly,2500.0,False,False
0011n00001vSStp,8001n000003ijbjAAA,2019-01-23,2019-07-07,Signed,New Business,Monthly,1237.62,False,False
0011n00001vSStp,8001n000004XbS1AAK,2019-03-28,2019-07-07,Signed,Upsell,Monthly,1000.0,False,False
0011n00001vSStp,8001n000004Ghr4AAC,2019-02-21,2019-07-07,Signed,Upsell,Monthly,500.0,False,False
0011n00001vSStp,8001n000008m5LlAAI,2021-04-01,2021-04-01,Signed,Downsell,Recurrent,1000.0,False,False
0011n00002QWZsu,8001n000008lpeRAAQ,2020-08-12,2021-05-01,Signed,New Business,Recurrent,2100.0,False,False
0011n00002hvBd9,8001n000004ayJrAAI,2021-09-01,2022-09-01,Signed,New Business,Recurrent,1460.0,False,False
0011n00002hvBd9,8001n000004b97XAAQ,2021-10-13,2022-09-01,Signed,Upsell,Recurrent,550.0,False,False
0010Y00000f07WK,8001n000008m3aAAAQ,2020-11-12,2021-11-11,Signed,Renewal,Recurrent,1300.0,False,False
0010Y00000f07WK,8001n000004bCDBAA2,2021-11-11,2022-11-10,Signed,Renewal,Recurrent,1365.0,False,False
0010Y00001BopIt,8000Y000000jfNJQAY,2018-06-14,2021-03-22,Signed,New Business,Monthly,1500.0,False,False
0010Y00001BopIt,8001n000008mSCSAA2,2021-03-23,2022-03-22,Signed,Renewal,Recurrent,1500.0,False,False
0010Y000016y3PP,8001n0000054J0IAAU,2020-08-01,2021-07-31,Signed,Renewal,Recurrent,1577.89,False,False
0010Y000016y3PP,8001n0000065KMdAAM,2019-08-01,2020-07-31,Signed,New Business,Monthly,1502.75,False,False
0010Y000016y3PP,8001n0000054J0NAAU,2021-08-01,2022-07-31,Signed,Renewal,Recurrent,1656.78,False,False
0010Y00001BmrZc,8001n000004GszoAAC,2019-02-25,2019-05-17,Signed,New Business,Monthly,1800.0,False,False
0011n00001rwjJs,8001n000008mqTiAAI,2021-08-15,2022-08-14,Signed,New Business,Recurrent,2150.0,True,False
0011n00001rwbyL,8001n000005X5eJAAS,2020-05-01,2022-05-31,Signed,Renewal,Recurrent,3412.5,False,False
0011n00001rwbyL,8001n000004Xm4FAAS,2019-05-01,2020-04-30,Signed,New Business,Monthly,3250.0,False,False
0011n00002EPhXg,8001n000005X1SmAAK,2020-07-01,2021-06-30,Signed,Downsell,Recurrent,1000.0,False,False
0011n00002EPhXg,8001n000005XJIlAAO,2021-06-30,2022-06-30,Signed,Downsell,Recurrent,915.0,False,False
0011n00002EPhXg,8001n000005WwyuAAC,2020-03-01,2020-06-30,Signed,Upsell,Recurrent,200.0,False,False
0011n00002EPhXg,8001n000003VXAKAA4,2019-11-01,2020-06-30,Signed,New Business,Monthly,1350.0,False,False
0011n00002EPhXg,8001n000004bGgRAAU,2021-12-01,2022-12-01,Signed,Upsell,Recurrent,405.0,True,False
0010Y00000Xsgax,8001n000006Q5tYAAS,2019-10-09,2020-03-30,Signed,New Business,Monthly,1400.0,False,False
0010Y00000Xsgax,8000Y000000iql3QAA,2018-01-14,2018-06-11,Signed,New Business,Monthly,1700.0,False,False
0010Y00000XruAo,8001n0000065IOrAAM,2019-07-25,2020-01-12,Signed,Upsell,Non-Recurrent,0.0,False,False
0011n000022NQIw,8001n000008mBL8AAM,2020-12-16,2021-12-15,Signed,Renewal,Recurrent,1890.0,False,False
0011n000022NQIw,8001n000005XHV4AAO,2020-04-10,2020-12-16,Signed,Renewal,Recurrent,1890.0,False,False
0011n000022NQIw,8001n000004bL4rAAE,2021-12-15,2022-12-15,Signed,Renewal,Recurrent,1946.7,False,False
0011n000022NQIw,8001n000004XhTZAA0,2019-04-10,2020-04-09,Signed,New Business,Monthly,1800.0,False,False
0011n00002GDqVO,8001n000008mTV6AAM,2021-04-30,2022-04-29,Signed,New Business,Recurrent,3450.0,True,False
0010Y00000JROow,8001n000004bFTqAAM,2021-11-16,2022-11-16,Signed,Renewal,Recurrent,1600.0,False,False
0011n00002HGyhW,8001n000004awI3AAI,2021-08-13,2022-08-12,Signed,Upsell,Recurrent,1320.0,False,False
0011n00002HGyhW,8001n000008moHaAAI,2021-06-29,2022-06-28,Signed,New Business,Recurrent,2100.0,False,False
0011n00002HGyhW,8001n000008mgsdAAA,2021-05-24,2021-06-25,Signed,Trial,Non-Recurrent,1500.0,False,False
0011n00002gAiW8,8001n000008mmVaAAI,2021-06-22,2022-06-30,Signed,New Business,Recurrent,1650.0,True,False
0011n00002hvbO5,8001n000004awmDAAQ,2021-08-23,2022-08-23,Signed,New Business,Recurrent,2865.0,True,False
0010Y000005CqNd,8001n000005XFluAAG,2020-06-01,2022-02-28,Signed,Renewal,Recurrent,800.0,False,False
0010Y000005CqNd,8001n000005XGMQAA4,2020-06-01,2022-02-28,Signed,Upsell,Recurrent,800.0,False,False
0011n00002QWQXJ,8001n000008luZ2AAI,2020-09-22,2022-01-31,Signed,Upsell,Recurrent,186.0,False,False
0011n00002QWQXJ,8001n0000054J8MAAU,2020-07-29,2022-01-31,Signed,New Business,Recurrent,2650.0,False,False
0011n00002PEwSP,8001n000008lwsaAAA,2020-10-15,2021-04-09,Signed,New Business,Recurrent,1700.0,True,True
0011n00002PEud3,8001n000005XKL7AAO,2021-06-20,2021-09-19,Signed,Renewal,Recurrent,892.5,False,False
0011n00002PEud3,8001n000005XKL2AAO,2020-06-19,2021-06-19,Signed,New Business,Recurrent,850.0,True,False
0011n00002QWnlw,8001n000004b3gpAAA,2021-09-23,2022-09-23,Signed,New Business,Recurrent,3080.0,False,False
0011n00001xXoHn,8001n000008m0cWAAQ,2020-11-03,2021-11-02,Signed,New Business,Recurrent,700.0,True,False
0011n00001xXoHn,8001n000004bCwGAAU,2021-11-03,2021-12-01,Signed,Renewal,Recurrent,735.0,False,False
0010Y00000sCozC,8001n000008lqpQAAQ,2020-08-27,2021-08-26,Signed,Renewal,Recurrent,2000.0,False,False
0010Y00000sCozC,8001n000008m4FmAAI,2020-11-17,2021-08-26,Signed,Upsell,Recurrent,230.0,False,False
0010Y00000sCozC,8001n000004ayHgAAI,2021-08-27,2022-08-26,Signed,Renewal,Recurrent,2341.5,False,False
0011n00001vWTcY,8001n000004XVF2AAO,2019-03-06,2019-03-06,Signed,New Business,Monthly,695.0,False,False
0010Y00000qdF2g,8001n000005X7cwAAC,2021-05-01,2022-04-30,Signed,Renewal,Recurrent,1942.5,False,False
0010Y00000qdF2g,8001n000005X7cmAAC,2020-05-01,2021-05-01,Signed,New Business,Recurrent,1750.0,False,False
0010Y00000qdF2g,8001n000008lw3IAAQ,2020-10-06,2021-05-01,Signed,Upsell,Recurrent,100.0,False,False
0010Y00001D4cQB,8001n000008luhaAAA,2020-09-24,2021-09-24,Signed,New Business,Recurrent,2500.0,False,False
0010Y00001D4cQB,8001n000004b1bsAAA,2021-09-25,2022-09-24,Signed,Renewal,Recurrent,2625.0,False,False
0011n00002B0OQI,8001n000006PcViAAK,2019-08-15,2020-03-18,Signed,New Business,Monthly,850.0,False,False
0011n00002B0Pcz,8001n000006Pg0pAAC,2019-09-16,2020-06-21,Signed,New Business,Monthly,2550.0,False,False
0011n000024Eme2,8001n000005WxQFAA0,2020-02-19,2021-02-19,Signed,New Business,Recurrent,1500.0,False,False
0011n000024Eme2,8001n000005WxQKAA0,2021-02-20,2021-10-31,Signed,Renewal,Recurrent,1575.0,False,False
0011n000024Eme2,8001n000004b1gnAAA,2021-11-01,2022-10-31,Signed,Renewal,Recurrent,1575.0,False,False
0011n000024Eme2,8001n000004b1oSAAQ,2021-11-01,2022-10-31,Signed,Upsell,Recurrent,3450.0,False,False
0011n000024Abh9,8001n000004XlTEAA0,2019-04-29,2020-04-25,Signed,New Business,Monthly,1000.0,False,False
0010Y00000ZsQxr,8001n000008mCAzAAM,2021-01-04,2022-01-04,Signed,New Business,Recurrent,3100.0,False,False
0011n00001xVajo,8001n000004GfrEAAS,2019-02-11,2020-03-18,Signed,New Business,Monthly,1500.0,False,False
0010Y00001c5tNB,8001n000006PnnjAAC,2019-09-26,2021-06-01,Signed,New Business,Monthly,1630.0,False,False
0010Y00001c5oSg,8001n000006PjhPAAS,2019-09-01,2019-09-30,Signed,Trial,Non-Recurrent,1.0,False,False
0010Y00001c5oSg,8001n000004XpvpAAC,2019-05-22,2019-08-31,Signed,Trial,Non-Recurrent,3600.0,False,False
0010Y00001c5oSg,8001n000003j1GNAAY,2019-02-05,2019-04-15,Signed,Trial,Non-Recurrent,1.0,False,False
0010Y00001fyYUY,8001n0000054J0XAAU,2020-08-02,2021-01-01,Signed,Renewal,Recurrent,2257.5,False,False
0010Y00001fyYUY,8001n000006OESJAA4,2019-08-02,2020-08-01,Signed,New Business,Monthly,2150.0,False,False
0010Y00001c6Jmn,8000Y000000kA2GQAU,2018-07-30,2019-05-26,Signed,New Business,Monthly,2100.0,False,False
0010Y00000Xsopl,8000Y000002ewi7QAA,2018-02-01,2020-04-01,Signed,New Business,Monthly,2400.0,False,False
0010Y00000VbG0V,8001n000004b1DWAAY,2021-11-15,2022-11-14,Signed,Renewal,Recurrent,1575.0,False,False
0010Y00000VbG0V,8001n000008m3LeAAI,2020-11-16,2021-11-15,Signed,Renewal,Recurrent,1500.0,False,False
0010Y00000VbDuq,8001n000003ikQNAAY,2019-01-01,2020-07-31,Signed,Downsell,Monthly,2000.0,False,False
0010Y00000VbDuq,8001n000004axHVAAY,2021-08-01,2022-07-31,Signed,Renewal,Recurrent,2100.0,False,False
0010Y00000VbDuq,8001n000008lpQKAAY,2020-07-31,2021-07-31,Signed,Renewal,Recurrent,2000.0,False,False
0011n00001rzyzP,8001n000008m5EpAAI,2020-11-19,2021-11-19,Signed,Renewal,Recurrent,1950.0,True,False
0011n00001rzyzP,8001n000005X5VnAAK,2020-07-01,2020-11-18,Signed,Renewal,Recurrent,1950.0,False,False
0011n00001rzyzP,8001n000004GhEYAA0,2019-02-12,2020-06-30,Signed,New Business,Monthly,1950.0,False,False
0011n00001rzyzP,8001n000004bFRkAAM,2021-11-19,2022-11-19,Signed,Renewal,Recurrent,2047.5,False,False
0010Y00001gLFjj,8001n0000034X4bAAE,2018-10-10,2020-03-14,Signed,New Business,Monthly,1200.0,False,False
0011n00001s03Rh,8001n000003iI09AAE,2019-01-02,2019-06-01,Signed,New Business,Monthly,1200.0,False,False
0011n00001tHZVn,8001n00000504gdAAA,2019-07-01,2019-09-01,Signed,Downsell,Monthly,900.0,False,False
0011n00001tHZVn,8001n000003ikL8AAI,2019-04-01,2019-06-30,Signed,New Business,Monthly,1400.0,False,False
0011n00001tHnoM,8001n000003ihuiAAA,2019-01-22,2019-05-31,Signed,New Business,Monthly,1250.0,False,False
0011n00001tHnoM,8001n000004XrF4AAK,2019-06-01,2019-11-15,Signed,Downsell,Monthly,500.0,False,False
0011n00001tFxH3,8001n000005WsIcAAK,2020-01-28,2020-03-28,Signed,New Business,Non-Recurrent,1500.0,False,False
0011n00002D5VFL,8001n000005XImVAAW,2020-06-29,2021-06-29,Signed,New Business,Recurrent,1300.0,True,False
0011n00002D5VFL,8001n000005XLfIAAW,2021-06-30,2022-06-29,Signed,Renewal,Recurrent,1365.0,False,False
0011n00002D4zjL,8001n000008m0ukAAA,2020-10-30,2022-01-01,Signed,New Business,Recurrent,1000.0,True,False
0011n00002D4zjL,8001n000004bCygAAE,2022-01-01,2022-10-31,Signed,Downsell,Recurrent,600.0,False,False
0011n00002D54b6,8001n000008mqBeAAI,2021-07-08,2022-06-13,Signed,New Business,Recurrent,1800.0,False,False
0010Y00001gLL0Y,8000Y000000kILfQAM,2018-08-14,2021-08-13,Signed,New Business,Monthly,1850.0,False,False
0010Y00001gLL0Y,8001n000008mrNRAAY,2021-08-14,2021-12-13,Signed,Renewal,Recurrent,2550.0,False,False
0010Y00001gLL0Y,8001n000004XhSWAA0,2019-04-10,2021-08-13,Signed,Upsell,Monthly,700.0,False,False
0011n00001tDyo2,8001n000003ipN2AAI,2019-01-31,2019-02-28,Signed,New Business,Non-Recurrent,500.0,False,False
0011n00001tHXvt,8001n000008mEiyAAE,2021-01-18,2021-06-21,Signed,Renewal,Recurrent,2450.0,False,False
0011n00001tHXvt,8001n000003id6QAAQ,2019-01-17,2021-01-17,Signed,New Business,Monthly,2100.0,False,False
0011n00001tHXvt,8001n000004XqyqAAC,2019-05-21,2021-01-17,Signed,Upsell,Monthly,350.0,False,False
0011n00001tHXvt,8001n000008mmUDAAY,2021-06-15,2022-06-14,Signed,Renewal,Recurrent,2450.0,False,False
0011n00001tHXvt,8001n000008mlvoAAA,2021-06-15,2022-06-14,Signed,Upsell,Recurrent,550.0,False,False
0011n00001tHp4G,8001n000005X8M4AAK,2020-05-22,2021-05-21,Signed,Renewal,Recurrent,2583.0,False,False
0011n00001tHp4G,8001n000005X8M9AAK,2021-05-21,2021-11-04,Signed,Renewal,Recurrent,2712.15,False,False
0011n00001tHp4G,8001n000004XrHAAA0,2019-05-22,2020-05-21,Signed,New Business,Monthly,2460.0,False,False
0011n00001tHp4G,8001n000004bDQ6AAM,2021-11-05,2022-11-04,Signed,Renewal,Recurrent,2712.15,False,False
0011n00001jrwhp,8001n000005X5KkAAK,2020-04-02,2021-04-02,Signed,Downsell,Recurrent,2000.0,False,False
0011n00001jrwhp,8001n0000034X7pAAE,2018-10-10,2020-04-01,Signed,New Business,Monthly,1059.91,False,False
0011n00001jrwhp,8001n000003iHAcAAM,2018-12-21,2020-04-01,Signed,Upsell,Monthly,1150.0,False,False
0011n00001iZeX5,8001n000003i80SAAQ,2018-12-21,2019-12-20,Signed,New Business,Monthly,2000.0,False,False
0011n00001iZeX5,8001n000003ikPoAAI,2019-01-24,2019-12-20,Signed,Upsell,Monthly,200.0,False,False
0011n00001iZeX5,8001n000004XliYAAS,2019-05-01,2019-12-20,Signed,Upsell,Monthly,691.24,False,False
0011n00001iaFA4,8001n000005Wo3XAAS,2021-02-08,2022-02-08,Signed,Renewal,Recurrent,1946.5,False,False
0011n00001iaFA4,8001n000005Wo2yAAC,2020-01-06,2021-02-05,Signed,New Business,Recurrent,1946.5,False,False
0011n00001iaFmz,8001n000008mmPSAAY,2021-06-28,2022-06-27,Signed,New Business,Recurrent,1000.0,True,False
0011n00001jsrjZ,8001n0000034eDQAAY,2018-10-18,,Signed,New Business,Monthly,2100.0,False,False
0011n00001ialsV,8001n000003iasgAAA,2019-01-14,2020-07-13,Signed,Upsell,Monthly,350.0,False,False
0011n00001ialsV,8001n000004azOJAAY,2021-07-21,2022-07-20,Signed,Renewal,Recurrent,2950.0,False,False
0011n00001ialsV,8001n0000034I82AAE,2018-09-21,2020-07-13,Signed,New Business,Monthly,2100.0,False,False
0011n00001ialsV,8001n000008mTdFAAU,2021-03-31,2021-07-12,Signed,Upsell,Recurrent,500.0,False,False
0011n00001ialsV,8001n0000054GsvAAE,2020-07-13,2021-07-12,Signed,Renewal,Recurrent,2450.0,False,False
0011n00001ialsV,8001n000008mtBwAAI,2021-07-20,2022-07-19,Signed,Upsell,Recurrent,500.0,False,False
0011n00001iasIc,8001n0000034LALAA2,2018-09-28,2021-03-10,Signed,New Business,Monthly,3000.0,False,False
0011n00001lGLH7,8001n0000034kflAAA,2018-10-27,2020-03-31,Signed,New Business,Monthly,1300.0,False,False
0011n00001lGhUG,8001n0000034gyOAAQ,2018-10-22,2020-04-01,Signed,New Business,Monthly,1100.0,False,False
0010Y00000DENtN,8001n000000kPvtAAE,2018-08-29,2020-04-02,Signed,Upsell,Monthly,360.0,False,False
0010Y00000DENtN,8001n000005X5N0AAK,2020-04-02,2021-04-01,Signed,Renewal,Recurrent,1260.0,False,False
0010Y00000DENtN,8001n000005X5NtAAK,2021-04-01,2022-04-19,Signed,Renewal,Recurrent,1323.0,False,False
0011n00001vUSXr,8001n000006Po2CAAS,2019-09-30,2020-08-18,Signed,New Business,Non-Recurrent,4809.0,False,False
0011n00001vUgCu,8001n000004GzgMAAS,2019-03-01,2020-03-01,Signed,New Business,Monthly,1000.0,False,False
0010Y00000BZPPM,8001n000005Wqd6AAC,2020-02-01,2021-01-31,Signed,Downsell,Recurrent,1300.0,False,False
0010Y00000BZPPM,8001n000005WuK9AAK,2021-02-01,2022-04-23,Signed,Renewal,Recurrent,1400.0,False,False
0010Y00000BZPPM,8001n0000054Gh4AAE,2020-07-15,2021-01-31,Signed,Upsell,Recurrent,100.0,False,False
0010Y00000xqlYn,8000Y000000G9ZgQAK,2018-04-01,,Signed,New Business,Monthly,1500.0,False,False
0010Y00000jF9DQ,8001n000005Wi2sAAC,2019-12-01,2020-03-31,Signed,Trial,Non-Recurrent,0.0,False,False
0010Y00000jF9DQ,8001n000008m8jHAAQ,2021-01-01,2021-10-30,Signed,Upsell,Recurrent,550.0,False,False
0010Y00000jF9DQ,8001n000005WuuFAAS,2019-11-01,2020-10-30,Signed,Renewal,Recurrent,1700.0,False,False
0010Y00000jF9DQ,8001n000005Wri3AAC,2020-10-31,2021-10-30,Signed,Renewal,Recurrent,2646.0,False,False
0010Y00000jF9DQ,8001n000004bAj6AAE,2021-10-31,2022-10-30,Signed,Renewal,Recurrent,3355.8,False,False
0010Y00000jF9DQ,8001n000003VTb6AAG,2019-11-01,2020-10-30,Signed,Upsell,Recurrent,819.99,False,False
0011n00001vT6GL,8001n000004awt4AAA,2021-08-17,2022-08-16,Signed,New Business,Recurrent,1320.0,False,False
0011n00001tGxhj,8001n000004yWjHAAU,2019-06-03,2020-01-02,Signed,Upsell,Monthly,50.0,False,False
0011n00001tGxhj,8001n000004yWj7AAE,2019-06-01,2020-01-02,Signed,Downsell,Monthly,800.0,False,False
0011n00001tGxhj,8001n000003iokAAAQ,2019-02-01,2019-04-20,Signed,New Business,Monthly,1750.0,False,False
0011n00001tGxez,8001n000003iYyNAAU,2019-01-14,2019-07-26,Signed,New Business,Monthly,1300.0,False,False
0011n00001vSxix,8001n000005WzJzAAK,2020-02-01,2021-01-31,Signed,Renewal,Recurrent,1365.0,False,False
0011n00001vSxix,8001n000003iucMAAQ,2019-02-01,2020-01-31,Signed,New Business,Monthly,1300.0,False,False
0011n00001vSxix,8001n000005WzKEAA0,2021-02-01,2022-01-31,Signed,Renewal,Recurrent,1433.25,False,False
0011n00001vSxix,8001n000004bGjfAAE,2021-11-24,2022-11-23,Signed,Renewal,Recurrent,1194.0,False,False
0011n00001pYtKt,8001n000003i7rQAAQ,2018-12-07,2020-01-01,Signed,New Business,Monthly,1500.0,False,False
0011n00001pvORv,8001n000008mIVFAA2,2021-02-08,2022-02-08,Signed,New Business,Recurrent,975.0,True,False
0010Y00000ZHS0w,8001n000005WgNfAAK,2019-11-22,2020-11-21,Signed,New Business,Monthly,850.0,False,False
0010Y00000ZHS0w,8001n000008m0sPAAQ,2020-11-22,2021-01-07,Signed,Renewal,Recurrent,892.5,False,False
0011n00002Nwtxs,8001n000005XJq4AAG,2020-06-18,2020-09-18,Signed,New Business,Recurrent,850.0,False,False
0011n00002NvIIe,8001n000008mKbtAAE,2021-03-01,2021-06-30,Signed,Downsell,Recurrent,1501.05,True,False
0011n00002NvIIe,8001n000008lzSzAAI,2020-10-21,2021-02-28,Signed,Upsell,Recurrent,270.0,True,False
0011n00002NvIIe,8001n000008lu4JAAQ,2020-09-17,2021-02-28,Signed,Upsell,Recurrent,230.0,True,False
0011n00002NvIIe,8001n000005XMknAAG,2020-06-30,2021-02-28,Signed,New Business,Recurrent,2075.0,True,False
0011n000022PCW4,8001n000004Xj3PAAS,2019-04-16,2020-04-15,Signed,New Business,Monthly,850.0,False,False
0011n00002NvIOS,8001n000005XG0AAAW,2020-06-01,2021-01-01,Signed,New Business,Recurrent,1000.0,True,True
0011n00002Nwgwy,8001n000008mqxxAAA,2021-07-08,2022-01-27,Signed,Upsell,Recurrent,400.0,False,False
0011n00002Nwgwy,8001n000008mHfEAAU,2021-01-28,2022-01-27,Signed,New Business,Recurrent,2500.0,True,False
0010Y00000ctIiS,8001n000006OfVeAAK,2019-08-01,2020-04-26,Signed,Downsell,Monthly,1000.0,False,False
0010Y00000ctIiS,8001n000003ijw8AAA,2019-02-01,2019-08-01,Signed,Renewal,Monthly,1500.0,False,False
